Time,Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7,Y
970707,2,38,1367,9315,1290,5738,590, 1
970707,2,39,1343,9056,1264,5577,693, 1
970707,2,40,1354,8838,1271,5451,799, 1
970707,2,41,1398,8737,1313,5340,850, 1
970707,2,42,1418,8567,1336,5259,865, 1
970707,2,43,1380,8329,1303,5134,862, 1
970707,2,44,1334,7947,1253,5024,939, 1
970707,2,45,1410,8242,1310,4957,983, 1
970707,2,46,1352,8230,1264,4918,971, 1
970707,2,47,1765,8194,1652,5247,672, 1
970707,2,48,1360,8062,1291,5212,735, 1
970708,3,1,1372,7904,1303,5131,744, 1
970708,3,2,1354,7812,1277,5037,840, 1
970708,3,3,1430,7598,1398,5228,585, 1
970708,3,4,1355,7333,1299,5146,727, 1
970708,3,5,1675,6938,1607,4990,735, 1
970708,3,6,1294,6616,1143,4852,865, 0
970708,3,7,1336,6265,801,4677,915, 0
970708,3,8,1219,6055,1013,4563,915, 0
970708,3,9,1189,5925,740,4459,915, 0
970708,3,10,1122,5894,611,4402,915, 0
970708,3,11,1257,6070,470,4407,865, 0
970708,3,12,1331,6345,629,4493,865, 0
970708,3,13,1331,7005,1036,4762,846, 0
970708,3,14,1228,7611,1178,5010,778, 0
970708,3,15,1317,7761,1247,5190,658, 0
970708,3,16,1284,8257,1204,5452,683, 0
970708,3,17,1331,8675,1245,5686,570, 0
970708,3,18,1326,8780,1241,5807,472, 0
970708,3,19,1336,9018,1253,5868,462, 0
970708,3,20,1355,9025,1279,5808,463, 0
970708,3,21,1362,8888,1295,5791,420, 1
970708,3,22,1331,8759,1267,5741,459, 0
970708,3,23,1331,8573,1270,5732,449, 0
970708,3,24,1331,8412,1267,5694,452, 0
970708,3,25,1331,8243,1264,5668,505, 0
970708,3,26,1326,8143,1251,5681,420, 0
970708,3,27,1331,8049,1253,5799,308, 0
970708,3,28,1331,7972,1256,5781,325, 0
970708,3,29,1331,7883,1252,5730,357, 0
970708,3,30,1331,7813,1249,5723,385, 0
970708,3,31,1331,7767,1245,5656,441, 0
970708,3,32,1331,7786,1246,5715,366, 0
970708,3,33,1331,7939,1243,5697,524, 0
970708,3,34,1331,8239,1248,5813,334, 0
970708,3,35,1560,8852,1474,6000,167, 1
970708,3,36,1657,9334,1588,6167,38, 1
970708,3,37,1337,9358,1277,6069,304, 0
970708,3,38,1355,9190,1283,5900,426, 0
970708,3,39,1351,8897,1279,5735,578, 0
970708,3,40,1341,8711,1262,5615,652, 0
970708,3,41,1372,8589,1290,5512,702, 1
970708,3,42,1331,8435,1211,5391,684, 0
970708,3,43,1330,8121,1146,5277,684, 0
970708,3,44,1330,7785,909,5154,684, 0
970708,3,45,1350,8005,799,5051,684, 0
970708,3,46,1331,8078,829,4984,684, 0
970708,3,47,1349,7976,1220,5294,538, 0
970708,3,48,1381,7863,1266,5302,597, 1
970709,4,1,1344,7785,1085,5222,677, 1
970709,4,2,1321,7689,1258,5142,753, 0
970709,4,3,1441,7471,1381,5345,470, 1
970709,4,4,1296,7177,1250,5285,526, 0
970709,4,5,1333,6778,1291,5119,632, 0
970709,4,6,1309,6472,1267,4971,760, 0
970709,4,7,1228,6126,1143,4808,865, 0
970709,4,8,1153,5894,944,4663,915, 0
970709,4,9,1048,5764,925,4573,901, 0
970709,4,10,1027,5736,798,4544,915, 0
970709,4,11,1092,5895,517,4553,865, 0
970709,4,12,1112,6196,1064,4665,857, 0
970709,4,13,1276,6820,1234,4917,561, 0
970709,4,14,1212,7364,1172,5188,500, 0
970709,4,15,1257,7497,1207,5326,427, 0
970709,4,16,1190,8038,1125,5577,335, 0
970709,4,17,1305,8283,1234,5823,352, 0
970709,4,18,1308,8425,1236,5961,306, 0
970709,4,19,1310,8698,1239,6048,245, 0
970709,4,20,1310,8776,1251,6022,213, 0
970709,4,21,1310,8647,1259,5961,201, 0
970709,4,22,1310,8475,1260,5963,228, 1
970709,4,23,1310,8325,1262,5974,179, 1
970709,4,24,1310,8295,1264,5982,158, 1
970709,4,25,1310,8239,1264,5977,158, 1
970709,4,26,1310,8135,1260,6046,11, 1
970709,4,27,1310,8124,1257,6215,-173, 1
970709,4,28,1310,8012,1260,6241,-142, 1
970709,4,29,1310,7956,1256,6217,-93, 1
970709,4,30,1310,7964,1254,6203,-107, 1
970709,4,31,1310,7965,1252,6162,8, 1
970709,4,32,1310,8030,1248,6087,97, 1
970709,4,33,1310,8171,1243,6003,202, 1
970709,4,34,1310,8547,1245,6041,205, 1
970709,4,35,1728,9170,1649,6208,-20, 1
970709,4,36,1475,9805,1426,6398,-64, 1
970709,4,37,1475,9883,1433,6336,31, 1
970709,4,38,1428,9739,1380,6149,231, 1
970709,4,39,1366,9467,1304,5971,408, 1
970709,4,40,1605,9311,1528,5837,393, 1
970709,4,41,1964,9232,1875,5724,503, 1
970709,4,42,1597,9013,1528,5599,489, 1
970709,4,43,1335,8706,1237,5465,584, 1
970709,4,44,1310,8325,1047,5298,584, 0
970709,4,45,1378,8562,1076,5256,584, 1
970709,4,46,1320,8523,854,5178,584, 0
970709,4,47,1328,8398,1257,5494,426, 0
970709,4,48,1369,8235,1306,5473,474, 1
970710,5,1,1391,8129,1337,5437,495, 1
970710,5,2,1276,7976,1230,5327,593, 0
970710,5,3,1401,7773,1353,5518,297, 1
970710,5,4,1273,7475,1240,5407,442, 0
970710,5,5,1333,7041,1182,5240,415, 1
970710,5,6,1310,6769,1064,5091,515, 0
970710,5,7,1276,6416,1000,4922,665, 0
970710,5,8,1310,6199,759,4754,565, 0
970710,5,9,1289,6041,470,4663,565, 0
970710,5,10,1289,6024,470,4600,565, 0
970710,5,11,1289,6209,470,4638,565, 0
970710,5,12,1289,6554,470,4720,565, 0
970710,5,13,1285,7201,1058,5019,507, 0
970710,5,14,1215,7846,1181,5273,487, 0
970710,5,15,1253,7997,1208,5373,435, 0
970710,5,16,1256,8574,1196,5656,287, 0
970710,5,17,1336,8896,1268,5958,191, 0
970710,5,18,1314,9006,1251,6126,138, 0
970710,5,19,1445,9262,1380,6225,47, 1
970710,5,20,1462,9305,1412,6185,79, 1
970710,5,21,1448,9099,1407,6124,82, 1
970710,5,22,2182,8890,2135,6096,-14, 1
970710,5,23,1444,8710,1422,6021,55, 1
970710,5,24,1399,8544,1375,5982,18, 1
970710,5,25,1315,8428,1287,5908,129, 0
970710,5,26,1289,8283,1257,5890,25, 0
970710,5,27,1299,8222,1269,5996,-96, 0
970710,5,28,1299,8119,1272,6024,-115, 0
970710,5,29,1289,8039,1259,5990,-89, 0
970710,5,30,2394,8104,2341,5973,-136, 1
970710,5,31,1438,8098,1414,5921,-94, 1
970710,5,32,1308,8185,1279,5911,0, 0
970710,5,33,1299,8366,1264,5838,173, 0
970710,5,34,1369,8813,1323,5899,109, 0
970710,5,35,1944,9502,1860,6053,148, 1
970710,5,36,3201,10153,3091,6291,10, 1
970710,5,37,2487,10238,2436,6268,8, 1
970710,5,38,1480,10158,1438,6093,262, 1
970710,5,39,1479,9923,1430,5933,327, 1
970710,5,40,1995,9700,1936,5782,373, 1
970710,5,41,3597,9608,3488,5693,560, 1
970710,5,42,3075,9454,2981,5588,445, 1
970710,5,43,1398,9127,1359,5467,490, 0
970710,5,44,1286,8743,1238,5329,618, 0
970710,5,45,1335,8897,1273,5283,689, 0
970710,5,46,1294,8822,1239,5227,679, 0
970710,5,47,1362,8647,1309,5558,343, 0
970710,5,48,1311,8473,1266,5477,520, 0
970711,6,1,1328,8314,1281,5378,587, 0
970711,6,2,1289,8141,1239,5274,630, 0
970711,6,3,1359,7892,1315,5469,385, 0
970711,6,4,1298,7585,1261,5368,459, 0
970711,6,5,1551,7197,1508,5242,523, 1
970711,6,6,1289,6863,1039,5055,565, 0
970711,6,7,1289,6526,831,4873,565, 0
970711,6,8,1289,6251,459,4703,565, 0
970711,6,9,1289,6096,459,4594,565, 0
970711,6,10,1289,6083,436,4545,565, 0
970711,6,11,1289,6242,470,4597,565, 0
970711,6,12,1289,6538,470,4674,565, 0
970711,6,13,1289,7182,845,4961,465, 0
970711,6,14,1204,7772,1170,5233,511, 0
970711,6,15,1282,7931,1230,5338,481, 0
970711,6,16,1257,8608,1197,5609,365, 0
970711,6,17,1362,8998,1289,5910,282, 0
970711,6,18,1344,9223,1278,6053,250, 0
970711,6,19,1473,9552,1400,6143,171, 0
970711,6,20,1483,9618,1427,6097,189, 0
970711,6,21,1474,9473,1430,6053,187, 0
970711,6,22,1473,9274,1435,5970,221, 0
970711,6,23,1488,9115,1447,5913,206, 0
970711,6,24,1435,9004,1402,5868,253, 0
970711,6,25,1478,8885,1450,5780,252, 0
970711,6,26,1449,8780,1427,5777,214, 0
970711,6,27,1490,8691,1471,5856,56, 0
970711,6,28,1439,8616,1424,5853,103, 0
970711,6,30,1435,8478,1411,5775,126, 0
970711,6,31,1402,8491,1377,5712,238, 0
970711,6,32,1308,8546,1269,5638,303, 0
970711,6,33,1303,8715,1253,5624,437, 0
970711,6,34,1389,9062,1329,5704,431, 0
970711,6,35,1716,9503,1633,5904,352, 1
970711,6,36,1492,9830,1424,6135,120, 0
970711,6,37,1462,9826,1406,6104,296, 0
970711,6,38,1416,9612,1350,5988,389, 0
970711,6,39,1425,9350,1359,5806,499, 0
970711,6,40,1755,9132,1676,5698,527, 1
970711,6,41,1592,8961,1533,5597,551, 1
970711,6,42,1403,8758,1359,5483,519, 0
970711,6,43,1445,8501,1410,5347,405, 1
970711,6,44,1291,8201,1263,5211,583, 0
970711,6,45,1414,8546,1370,5182,557, 1
970711,6,46,1426,8667,1397,5194,502, 1
970711,6,47,1759,8580,1726,5538,185, 1
970711,6,48,1533,8352,1511,5465,329, 1
970712,7,1,1389,8100,1363,5372,390, 0
970712,7,2,1436,7997,1401,5283,487, 1
970712,7,3,1529,7790,1486,5454,337, 1
970712,7,4,1446,7454,1408,5339,444, 1
970712,7,5,1483,7043,1438,5162,565, 1
970712,7,6,1305,6676,1130,4978,709, 0
970712,7,7,1226,6346,1116,4828,865, 0
970712,7,8,1289,6053,711,4680,915, 0
970712,7,9,1289,5860,791,4564,965, 0
970712,7,10,1289,5750,564,4473,965, 0
970712,7,11,1137,5726,470,4411,965, 0
970712,7,12,1289,5830,506,4428,965, 0
970712,7,13,1289,6040,564,4490,915, 0
970712,7,14,1284,6324,939,4566,915, 0
970712,7,15,1289,6708,853,4521,915, 0
970712,7,16,1175,7389,811,4644,910, 0
970712,7,17,1287,8009,899,4873,884, 0
970712,7,18,1274,8444,1177,5076,845, 0
970712,7,19,1289,8779,1196,5217,756, 0
970712,7,20,1293,8844,1215,5228,646, 0
970712,7,21,1297,8676,1235,5253,619, 0
970712,7,22,1318,8425,1258,5174,661, 0
970712,7,23,1329,8154,1276,5098,697, 0
970712,7,24,1289,7934,1142,5040,710, 0
970712,7,25,1289,7702,806,4926,710, 0
970712,7,26,1289,7517,836,4869,710, 0
970712,7,27,1289,7309,1136,4943,710, 0
970712,7,28,1289,7166,911,4896,710, 0
970712,7,29,1289,7055,664,4836,710, 0
970712,7,30,1289,7004,765,4802,710, 0
970712,7,31,1289,7020,541,4715,710, 0
970712,7,32,1289,7150,859,4736,710, 0
970712,7,33,1289,7395,659,4699,710, 0
970712,7,34,1288,7931,1134,4841,710, 0
970712,7,35,1255,8557,1177,5103,648, 0
970712,7,36,1466,9268,1380,5476,492, 1
970712,7,37,1423,9433,1359,5545,504, 1
970712,7,38,1363,9290,1295,5440,648, 1
970712,7,39,1374,8978,1301,5317,655, 1
970712,7,40,1408,8752,1342,5187,718, 1
970712,7,41,1457,8582,1397,5105,689, 1
970712,7,42,1379,8420,1129,5034,710, 1
970712,7,43,1343,8198,856,4928,710, 1
970712,7,44,1293,7947,1039,4890,710, 0
970712,7,45,1324,8004,1025,4880,710, 0
970712,7,46,1324,7976,1104,4923,709, 0
970712,7,47,1521,7882,1452,5207,487, 1
970712,7,48,1324,7642,1270,5175,630, 0
970713,1,1,1289,7337,1199,5125,710, 0
970713,1,2,1289,6992,1039,4996,710, 0
970713,1,3,1297,6725,1237,5188,525, 0
970713,1,4,1288,6467,1184,5089,681, 0
970713,1,5,1479,6117,1177,4928,565, 1
970713,1,6,1256,5871,860,4748,665, 0
970713,1,7,1289,5697,694,4604,715, 0
970713,1,8,1093,5474,855,4476,965, 0
970713,1,9,1038,5410,589,4361,1015, 0
970713,1,10,983,5341,470,4236,1015, 0
970713,1,11,1018,5349,448,4171,1015, 0
970713,1,12,1091,5437,414,4115,1015, 0
970713,1,13,1213,5563,448,4140,1015, 0
970713,1,14,698,5761,419,4089,1131, 0
970713,1,15,743,5950,436,3956,1210, 0
970713,1,16,1134,6432,448,4017,1160, 0
970713,1,17,1308,7050,470,4224,1160, 1
970713,1,18,1329,7575,433,4369,1026, 1
970713,1,19,1340,8082,470,4465,926, 1
970713,1,20,1345,8476,459,4521,826, 1
970713,1,21,1485,8595,470,4528,710, 1
970713,1,22,1467,8599,470,4473,710, 1
970713,1,23,1406,8596,691,4476,835, 1
970713,1,24,1524,8542,1152,4411,632, 1
970713,1,25,1468,8472,1093,4395,835, 1
970713,1,26,1478,8303,470,4367,835, 1
970713,1,27,1454,8128,470,4419,835, 1
970713,1,28,1460,8030,470,4365,835, 1
970713,1,29,1453,7958,566,4341,835, 1
970713,1,30,1400,7955,855,4314,960, 1
970713,1,31,1378,7984,470,4299,960, 1
970713,1,32,1420,8157,470,4312,960, 1
970713,1,33,1404,8387,470,4338,960, 1
970713,1,34,1410,8796,682,4473,968, 1
970713,1,35,1379,9132,606,4773,734, 1
970713,1,36,1473,9583,1393,5202,516, 1
970713,1,37,1455,9670,1386,5355,654, 1
970713,1,38,1398,9522,1212,5296,792, 1
970713,1,39,1425,9309,1303,5214,784, 1
970713,1,40,1794,9188,1498,5151,668, 1
970713,1,41,1521,9110,1442,5094,672, 1
970713,1,42,1471,8906,1166,5032,710, 1
970713,1,43,1406,8535,1228,4970,810, 1
970713,1,44,1359,8179,901,4863,810, 1
970713,1,45,1373,8127,1175,4815,858, 1
970713,1,46,1374,8081,1020,4794,844, 1
970713,1,47,1365,7835,1169,5077,638, 1
970713,1,48,1340,7548,1163,5066,710, 1
970714,2,1,1340,7260,1047,5046,710, 1
970714,2,2,1310,6996,1094,4963,810, 0
970714,2,3,1366,6732,1298,5181,602, 1
970714,2,4,1333,6538,1269,5090,751, 0
970714,2,5,1486,6287,1243,4984,665, 1
970714,2,6,1340,6145,973,4821,665, 1
970714,2,7,1340,5912,994,4703,765, 1
970714,2,8,1323,5809,981,4562,865, 0
970714,2,9,1003,5746,954,4485,1015, 0
970714,2,10,1003,5788,890,4432,1015, 0
970714,2,11,1056,6009,939,4499,1015, 0
970714,2,12,1093,6348,1037,4610,1015, 0
970714,2,13,1160,7084,1059,4906,799, 0
970714,2,14,1204,7821,1165,5270,612, 0
970714,2,15,1222,8058,1171,5440,485, 0
970714,2,16,1244,8652,1182,5747,316, 0
970714,2,17,1304,8927,1242,5975,245, 0
970714,2,18,1384,8961,1321,6018,174, 1
970714,2,19,1442,9236,1379,6075,186, 1
970714,2,20,1418,9273,1357,6025,215, 1
970714,2,21,1406,9130,1352,6003,205, 1
970714,2,22,1582,8959,1531,5914,225, 1
970714,2,23,1426,8802,1392,5857,171, 1
970714,2,24,1328,8659,1297,5845,177, 0
970714,2,25,1287,8559,1252,5730,223, 0
970714,2,26,1300,8439,1259,5731,169, 0
970714,2,27,1241,8359,1201,5822,0, 0
970714,2,28,1264,8290,1226,5800,4, 0
970714,2,29,1275,8164,1234,5758,128, 0
970714,2,30,1293,8040,1250,5710,92, 0
970714,2,31,1265,8047,1226,5697,49, 0
970714,2,32,1216,8120,1182,5665,61, 0
970714,2,33,1258,8309,1219,5663,311, 0
970714,2,34,1296,8663,1243,5783,242, 0
970714,2,35,1893,9315,1797,6057,107, 1
970714,2,36,4016,10007,3841,6299,85, 1
970714,2,37,1653,10095,1595,6231,143, 1
970714,2,38,1457,9921,1390,6058,303, 1
970714,2,39,1408,9677,1336,5863,450, 1
970714,2,40,1453,9469,1385,5743,412, 1
970714,2,41,1471,9332,1410,5600,541, 1
970714,2,42,2120,9113,2032,5515,583, 1
970714,2,43,1409,8803,1348,5351,598, 1
970714,2,44,1146,8414,1091,5214,662, 0
970714,2,45,1277,8641,1073,5097,697, 0
970714,2,46,1292,8614,871,5022,647, 0
970714,2,47,1382,8524,1313,5315,459, 0
970714,2,48,1236,8325,1179,5277,616, 0
970715,3,1,1292,8182,1232,5191,574, 0
970715,3,2,1383,8091,1255,5109,595, 0
970715,3,3,1871,7893,1814,5325,302, 1
970715,3,4,1554,7602,1525,5231,394, 1
970715,3,5,1359,7223,1328,5097,556, 0
970715,3,6,1306,6859,1067,4888,721, 0
970715,3,7,1118,6505,1072,4758,925, 0
970715,3,8,1104,6252,998,4631,965, 0
970715,3,9,1020,6100,887,4544,965, 0
970715,3,10,1003,6077,867,4504,965, 0
970715,3,11,1108,6230,722,4518,965, 0
970715,3,12,1108,6565,928,4619,965, 0
970715,3,13,1150,7328,1108,4914,819, 0
970715,3,14,1346,8120,1183,5207,603, 0
970715,3,15,1223,8416,1181,5436,614, 0
970715,3,16,1398,8997,1325,5780,392, 0
970715,3,17,1348,9177,1277,5951,275, 0
970715,3,18,1292,9191,1213,6009,229, 0
970715,3,19,1362,9383,1278,6090,131, 0
970715,3,20,1400,9334,1329,6093,145, 0
970715,3,21,1390,9111,1327,6104,43, 0
970715,3,22,1538,8872,1481,6112,-25, 1
970715,3,23,1261,8657,1219,6120,-123, 0
970715,3,24,1226,8530,1189,6143,-119, 0
970715,3,25,1163,8446,1128,6102,-104, 0
970715,3,26,1120,8303,1083,6093,-108, 0
970715,3,27,1221,8276,1183,6188,-176, 0
970715,3,28,1157,8135,1121,6195,-183, 0
970715,3,29,1269,8168,1226,6174,-126, 0
970715,3,30,1282,8126,1237,6146,-160, 0
970715,3,31,1206,8106,1162,6118,-95, 0
970715,3,32,1282,8277,1232,6096,-88, 0
970715,3,33,1309,8480,1261,6047,10, 0
970715,3,34,1403,8854,1349,6077,11, 1
970715,3,35,1530,9455,1465,6212,70, 1
970715,3,36,1464,10042,1387,6416,-48, 1
970715,3,37,1462,10096,1388,6377,102, 1
970715,3,38,1652,9913,1579,6180,128, 1
970715,3,39,1463,9650,1413,5997,198, 1
970715,3,40,1428,9433,1383,5867,283, 1
970715,3,41,1484,9256,1439,5760,335, 1
970715,3,42,1404,9052,1357,5631,447, 1
970715,3,43,1286,8725,1243,5471,457, 0
970715,3,44,1115,8208,1072,5358,569, 0
970715,3,45,1262,8449,1049,5202,647, 0
970715,3,46,1133,8377,816,5082,647, 0
970715,3,47,1442,8264,1377,5445,391, 1
970715,3,48,1189,8187,1142,5412,484, 0
970716,4,1,1261,8152,1215,5369,477, 0
970716,4,2,1388,8084,1348,5292,487, 1
970716,4,3,1550,7880,1520,5461,223, 1
970716,4,4,1890,7603,1868,5367,338, 1
970716,4,5,1362,7189,1320,5212,415, 1
970716,4,6,1362,6889,943,5032,415, 1
970716,4,7,1319,6527,971,4847,526, 1
970716,4,8,1114,6266,1017,4724,715, 0
970716,4,9,1096,6096,1055,4657,832, 0
970716,4,10,1088,6061,1039,4591,943, 0
970716,4,11,1105,6239,1062,4638,917, 0
970716,4,12,1109,6583,1048,4729,765, 0
970716,4,13,1227,7415,1204,5015,581, 0
970716,4,14,1513,8251,1513,5345,352, 1
970716,4,15,1219,8447,1210,5585,248, 0
970716,4,16,1404,9068,1369,5927,25, 1
970716,4,17,1254,9169,1217,6105,54, 0
970716,4,18,1115,9063,1064,6109,152, 0
970716,4,19,1251,9207,1187,6164,129, 0
970716,4,20,1353,9240,1293,6134,129, 1
970716,4,21,1303,9061,1253,6107,99, 0
970716,4,22,1380,8844,1337,6057,72, 1
970716,4,23,1240,8694,1209,6036,55, 0
970716,4,24,1206,8506,1170,6022,1, 0
970716,4,25,1120,8371,1083,5969,73, 0
970716,4,26,1120,8274,1081,5928,66, 0
970716,4,27,1120,8175,1082,6080,-113, 0
970716,4,28,1120,8114,1086,6123,-101, 0
970716,4,29,1120,8053,1085,6093,-79, 0
970716,4,30,1120,7956,1084,6043,-12, 0
970716,4,31,1120,7892,1081,5974,71, 0
970716,4,32,1120,7980,1076,5931,82, 0
970716,4,33,1120,8183,1076,5871,118, 0
970716,4,34,1226,8614,1174,5932,186, 0
970716,4,35,1621,9287,1536,6075,227, 1
970716,4,36,1481,10102,1398,6321,90, 1
970716,4,37,1467,10199,1393,6286,140, 1
970716,4,38,2282,10122,2173,6088,228, 1
970716,4,39,1480,9892,1434,5941,301, 1
970716,4,40,1477,9694,1434,5823,322, 1
970716,4,41,3314,9569,3231,5706,416, 1
970716,4,42,1751,9354,1719,5568,444, 1
970716,4,43,1253,9003,1227,5412,453, 0
970716,4,44,1120,8569,1086,5290,553, 0
970716,4,45,1288,8729,1235,5201,657, 0
970716,4,46,1132,8645,1087,5109,636, 0
970716,4,47,1365,8550,1317,5425,328, 1
970716,4,48,1252,8354,1215,5404,406, 0
970717,5,1,1391,8251,1347,5299,408, 1
970717,5,2,1407,8125,1371,5197,481, 1
970717,5,3,2129,7959,2087,5402,139, 1
970717,5,4,2295,7665,2261,5287,274, 1
970717,5,5,1819,7298,1784,5130,434, 1
970717,5,6,1362,6940,1276,4995,565, 0
970717,5,7,1279,6587,1240,4835,723, 0
970717,5,8,1120,6306,1080,4697,738, 0
970717,5,9,1086,6157,1043,4604,845, 0
970717,5,10,1100,6098,1048,4569,865, 0
970717,5,11,1108,6274,1061,4619,833, 0
970717,5,12,1149,6675,1107,4711,725, 0
970717,5,13,1364,7457,1183,4972,490, 0
970717,5,14,1435,8312,1418,5307,260, 1
970717,5,15,1386,8537,1452,5510,217, 1
970717,5,16,1484,9147,1436,5850,-63, 1
970717,5,17,1367,9257,1328,6017,-68, 0
970717,5,18,1183,9139,1144,6052,-89, 0
970717,5,19,1357,9281,1291,6116,-11, 0
970717,5,20,1394,9263,1338,6094,-55, 1
970717,5,21,1361,9062,1315,6036,-99, 0
970717,5,22,2111,8835,1901,5972,-19, 1
970717,5,23,1120,8619,1091,5905,-48, 0
970717,5,24,1189,8437,1149,5890,-39, 0
970717,5,25,1133,8334,1093,5807,85, 0
970717,5,26,1120,8214,1075,5792,56, 0
970717,5,27,1120,8149,1079,5905,-67, 0
970717,5,28,1120,8087,1080,5925,-21, 0
970717,5,29,1120,8008,1078,5874,50, 0
970717,5,30,1120,7916,1074,5821,67, 0
970717,5,31,1120,7866,1072,5783,105, 0
970717,5,32,1120,8003,1071,5747,118, 0
970717,5,33,1120,8240,1069,5711,169, 0
970717,5,34,1241,8619,1185,5752,202, 0
970717,5,35,1677,9280,1582,5935,176, 1
970717,5,36,6459,10049,6089,6200,179, 1
970717,5,37,2769,10171,2661,6215,-37, 1
970717,5,38,4029,10114,3932,6058,157, 1
970717,5,39,3979,9918,3916,5917,211, 1
970717,5,40,2317,9737,2294,5731,267, 1
970717,5,41,2490,9594,2453,5659,396, 1
970717,5,42,2986,9460,2949,5573,475, 1
970717,5,43,1131,9151,1110,5372,430, 0
970717,5,44,1161,8686,1126,5266,434, 0
970717,5,45,1307,8816,1260,5205,480, 0
970717,5,46,1228,8809,1186,5151,498, 0
970717,5,47,2584,8710,2499,5483,303, 1
970717,5,48,1895,8542,1855,5404,304, 1
970718,6,1,1248,8392,1217,5293,429, 0
970718,6,2,1399,8240,1359,5191,448, 0
970718,6,3,2396,8082,2340,5388,185, 1
970718,6,4,2016,7777,1985,5296,283, 1
970718,6,5,1599,7375,1568,5118,492, 0
970718,6,6,1480,7039,1438,4950,600, 0
970718,6,7,1321,6642,1283,4808,764, 0
970718,6,8,1160,6413,1121,4683,776, 0
970718,6,9,1120,6276,1079,4606,871, 0
970718,6,10,1103,6197,1058,4547,928, 0
970718,6,11,1108,6379,1060,4572,946, 0
970718,6,12,1118,6736,1057,4679,885, 0
970718,6,13,1260,7512,1173,4951,625, 0
970718,6,14,2127,8344,2111,5275,394, 1
970718,6,15,1809,8626,1778,5469,288, 1
970718,6,16,2095,9227,2027,5774,153, 1
970718,6,17,1362,9401,1317,5948,109, 0
970718,6,18,1281,9263,1221,5993,83, 0
970718,6,19,1366,9431,1297,6064,50, 0
970718,6,20,1469,9428,1406,6043,-29, 0
970718,6,21,1594,9230,1546,6001,-60, 0
970718,6,22,1411,8965,1345,5934,5, 0
970718,6,23,1424,8770,1377,5864,86, 0
970718,6,24,1400,8596,1351,5869,-30, 0
970718,6,25,1120,8438,1078,5677,170, 0
970718,6,26,1120,8275,1069,5647,74, 0
970718,6,27,1120,8166,1074,5822,-44, 0
970718,6,28,1120,8076,1075,5776,-13, 0
970718,6,29,1120,7941,1074,5726,42, 0
970718,6,30,1120,7833,1070,5633,119, 0
970718,6,31,1120,7749,1069,5565,147, 0
970718,6,32,1241,7885,1189,5516,67, 0
970718,6,33,1216,8057,1168,5531,134, 0
970718,6,34,1337,8436,1282,5622,201, 0
970718,6,35,1685,9010,1600,5794,224, 0
970718,6,36,1465,9668,1389,6002,70, 0
970718,6,37,1455,9762,1386,6012,145, 0
970718,6,38,1473,9695,1403,5852,233, 0
970718,6,39,1443,9445,1384,5717,362, 0
970718,6,40,1429,9264,1370,5599,374, 0
970718,6,41,1370,9052,1320,5469,409, 0
970718,6,42,1315,8918,1261,5382,466, 0
970718,6,43,1590,8661,1529,5216,465, 1
970718,6,44,1120,8308,1077,5111,561, 0
970718,6,45,1362,8676,1302,5050,584, 0
970718,6,46,1304,8783,1254,5009,636, 0
970718,6,47,2251,8750,2167,5380,271, 1
970718,6,48,1353,8588,1316,5354,410, 0
970719,7,1,1179,8258,1143,5271,457, 0
970719,7,2,1396,8179,1353,5151,509, 0
970719,7,3,1914,7905,1869,5327,337, 1
970719,7,4,1503,7549,1476,5214,394, 1
970719,7,5,1362,7112,1335,5027,442, 0
970719,7,6,1362,6750,1326,4836,565, 0
970719,7,7,1361,6391,1278,4649,536, 0
970719,7,8,1238,6134,1208,4524,527, 0
970719,7,9,1120,5918,1089,4397,643, 0
970719,7,10,1118,5830,1084,4340,672, 0
970719,7,11,1110,5842,1073,4288,713, 0
970719,7,12,1120,5942,980,4287,665, 0
970719,7,13,1120,6231,1054,4340,655, 0
970719,7,14,1120,6515,951,4399,565, 0
970719,7,15,1118,6880,550,4346,552, 0
970719,7,16,1148,7643,1094,4513,544, 0
970719,7,17,1218,8213,1161,4699,491, 0
970719,7,18,1363,8606,1297,4893,365, 1
970719,7,19,1281,8864,1217,5056,333, 0
970719,7,20,1390,8860,1335,5050,270, 1
970719,7,21,1418,8645,1379,5083,172, 1
970719,7,22,1707,8374,1671,5030,163, 1
970719,7,23,1120,8059,1098,4978,207, 0
970719,7,24,1120,7788,1094,4947,213, 0
970719,7,25,1120,7567,1089,4854,339, 0
970719,7,26,1120,7378,1083,4816,377, 0
970719,7,27,1120,7178,1083,4846,347, 0
970719,7,28,1120,7039,1081,4842,364, 0
970719,7,29,1105,6895,1067,4807,404, 0
970719,7,30,1108,6799,1066,4759,433, 0
970719,7,31,1109,6780,1066,4709,456, 0
970719,7,32,1117,6858,1072,4719,436, 0
970719,7,33,1120,7123,1075,4716,447, 0
970719,7,34,1151,7596,1110,4847,293, 0
970719,7,35,1317,8278,1258,5100,243, 1
970719,7,36,1391,9136,1321,5351,121, 1
970719,7,37,1358,9345,1298,5411,157, 1
970719,7,38,2929,9269,2816,5275,141, 1
970719,7,39,3168,9030,3149,5134,107, 1
970719,7,40,1971,8806,1979,4986,218, 1
970719,7,41,1467,8655,1459,4934,252, 1
970719,7,42,3165,8472,3086,4870,538, 1
970719,7,43,4112,8267,3981,4769,697, 1
970719,7,44,3389,7984,3268,4724,620, 1
970719,7,45,2632,8040,2540,4722,644, 1
